"","site","date_time","p_h","temp_c","tide_height"
"2206","Alegria","7/11/2021 3:45",7.965447628,16.05,0.696902
"2207","Alegria","7/11/2021 4:00",7.955349255,16.05,0.421988
"2208","Alegria","7/11/2021 4:15",7.948816388,16.06111111,0.173212
"2209","Alegria","7/11/2021 4:30",7.946336374,16.10555556,-0.046659
"2210","Alegria","7/11/2021 4:45",7.940313074,16.12777778,-0.235469
"2211","Alegria","7/11/2021 5:00",7.930224768,16.13888889,-0.390907
"2212","Alegria","7/11/2021 5:15",7.921244046,16.16111111,-0.511786
"2213","Alegria","7/11/2021 5:30",7.905560212,16.12777778,-0.597186
"2214","Alegria","7/11/2021 5:45",7.897707929,16.10555556,-0.646694
"2215","Alegria","7/11/2021 6:00",7.903919302,16.12777778,-0.660409
"2216","Alegria","7/11/2021 6:15",7.899392008,16.17222222,-0.639293
"2217","Alegria","7/11/2021 6:30",7.897938679,16.17222222,-0.584719
"2218","Alegria","7/11/2021 6:45",7.909572904,16.17222222,-0.498062
"2219","Alegria","7/11/2021 7:00",7.940393494,16.20555556,-0.381428
"2220","Alegria","7/11/2021 7:15",7.973612697,16.23333333,-0.236863
"2221","Alegria","7/11/2021 7:30",7.983830321,16.23333333,-0.067339
"2222","Alegria","7/11/2021 7:45",7.996264651,16.27777778,0.124564
"2223","Alegria","7/11/2021 8:00",8.00009651,16.28888889,0.335208
"2224","Alegria","7/11/2021 8:15",8.01419735,16.33333333,0.561644
"2225","Alegria","7/11/2021 8:30",8.042983492,16.40555556,0.799801
"2226","Alegria","7/11/2021 8:45",8.047386491,16.46111111,1.046549
"2227","Alegria","7/11/2021 9:00",8.055536336,16.51111111,1.297641
"2228","Alegria","7/11/2021 9:15",8.07434332,16.62222222,1.549962
"2229","Alegria","7/11/2021 9:30",8.05340342,16.61111111,1.799627
"2230","Alegria","7/11/2021 9:45",8.045215064,16.57777778,2.042899
"2231","Alegria","7/11/2021 10:00",8.056434901,16.6,2.277038
"2232","Alegria","7/11/2021 10:15",8.074746876,16.64444444,2.498479
"2233","Alegria","7/11/2021 10:30",8.079279871,16.68333333,2.704948
"2234","Alegria","7/11/2021 10:45",8.090727046,16.79444444,2.893541
"2235","Alegria","7/11/2021 11:00",8.102732659,16.85555556,3.062586
"2236","Alegria","7/11/2021 11:15",8.119544968,16.93333333,3.210003
"2237","Alegria","7/11/2021 11:30",8.102897339,17.01666667,3.33482
"2238","Alegria","7/11/2021 11:45",8.106427252,17.07222222,3.435885
"2239","Alegria","7/11/2021 12:00",8.117254588,17.18888889,3.512984
"2240","Alegria","7/11/2021 12:15",8.156447036,17.31666667,3.565984
"2241","Alegria","7/11/2021 12:30",8.147808559,17.36111111,3.595295
"2242","Alegria","7/11/2021 12:45",8.159459176,17.44444444,3.601819
"2243","Alegria","7/11/2021 13:00",8.130376566,17.51111111,3.586421
"2244","Alegria","7/11/2021 13:15",8.162166027,17.62777778,3.550615
"2245","Alegria","7/11/2021 13:30",8.122083209,17.69444444,3.496456
"2246","Alegria","7/11/2021 13:45",8.1741105,17.8,3.426324
"2247","Alegria","7/11/2021 14:00",8.201406016,17.88888889,3.34288
"2248","Alegria","7/11/2021 14:15",8.134183066,18.01666667,3.249014
"2249","Alegria","7/11/2021 14:30",8.153697207,18.1,3.147793
"2250","Alegria","7/11/2021 14:45",8.093776741,18.12222222,3.042407
"2251","Alegria","7/11/2021 15:00",8.102852345,18.13333333,2.936108
"2252","Alegria","7/11/2021 15:15",8.100299132,18.17777778,2.832151
"2253","Alegria","7/11/2021 15:30",8.070440242,18.2,2.733734
"2254","Alegria","7/11/2021 15:45",8.081606754,18.22777778,2.64394
"2255","Alegria","7/11/2021 16:00",8.086948781,18.22777778,2.56568
"2256","Alegria","7/11/2021 16:15",8.084699838,18.22777778,2.501636
"2257","Alegria","7/11/2021 16:30",8.10549918,18.25,2.454215
"2258","Alegria","7/11/2021 16:45",8.116511453,18.2,2.425499
"2259","Alegria","7/11/2021 17:00",8.114646744,18.17777778,2.417204
"2260","Alegria","7/11/2021 17:15",8.122666945,18.31666667,2.430306
"2261","Alegria","7/11/2021 17:30",8.128285378,18.44444444,2.465441
"2262","Alegria","7/11/2021 17:45",8.123254724,18.5,2.523126
"2263","Alegria","7/11/2021 18:00",8.120929859,18.55,2.603235
"2264","Alegria","7/11/2021 18:15",8.127385386,18.51111111,2.705383
"2265","Alegria","7/11/2021 18:30",8.135099426,18.46666667,2.828697
"2266","Alegria","7/11/2021 18:45",8.137360475,18.41111111,2.971878
"2267","Alegria","7/11/2021 19:00",8.14524813,18.37777778,3.133405
"2268","Alegria","7/11/2021 19:15",8.140910217,18.4,3.310824
"2269","Alegria","7/11/2021 19:30",8.134978432,18.37777778,3.501857
"2270","Alegria","7/11/2021 19:45",8.131671444,18.33888889,3.703745
"2271","Alegria","7/11/2021 20:00",8.125160139,18.36111111,3.913454
"2272","Alegria","7/11/2021 20:15",8.116757725,18.21666667,4.127728
"2273","Alegria","7/11/2021 20:30",8.11212884,18.21666667,4.343381
"2274","Alegria","7/11/2021 20:45",8.111780049,18.18888889,4.556386
"2275","Alegria","7/11/2021 21:00",8.105003094,18.15555556,4.763385
"2276","Alegria","7/11/2021 21:15",8.10434404,18.08888889,4.960784
"2277","Alegria","7/11/2021 21:30",8.099331405,18.01666667,5.14505
"2278","Alegria","7/11/2021 21:45",8.097023055,17.87777778,5.31295
"2279","Alegria","7/11/2021 22:00",8.09485064,17.84444444,5.460877
"2280","Alegria","7/11/2021 22:15",8.091854495,17.83333333,5.586033
"2281","Alegria","7/11/2021 22:30",8.087701752,17.70555556,5.685711
"2282","Alegria","7/11/2021 22:45",8.085990311,17.70555556,5.75754
"2283","Alegria","7/11/2021 23:00",8.079708463,17.70555556,5.799553
"2284","Alegria","7/11/2021 23:15",8.074255193,17.62777778,5.810066
"2285","Alegria","7/11/2021 23:30",8.068895694,17.62777778,5.787587
"2286","Alegria","7/11/2021 23:45",8.065220122,17.65,5.731186
"2287","Alegria","7/12/2021 0:00",8.058601813,17.72777778,5.640669
"2288","Alegria","7/12/2021 0:15",8.056685863,17.72777778,5.516349
"2289","Alegria","7/12/2021 0:30",8.059054084,17.73888889,5.358855
"2290","Alegria","7/12/2021 0:45",8.052379334,17.83333333,5.169855
"2291","Alegria","7/12/2021 1:00",8.053862491,17.75,4.950989
"2292","Alegria","7/12/2021 1:15",8.048290408,17.78888889,4.704511
"2293","Alegria","7/12/2021 1:30",8.051103356,17.66111111,4.433096
"2294","Alegria","7/12/2021 1:45",8.054559491,17.62777778,4.139804
"2295","Alegria","7/12/2021 2:00",8.052759115,17.66111111,3.82803
"2296","Alegria","7/12/2021 2:15",8.061483001,17.60555556,3.501456
"2297","Alegria","7/12/2021 2:30",8.068239063,17.56666667,3.163995
"2298","Alegria","7/12/2021 2:45",8.069678429,17.55555556,2.819731
"2299","Alegria","7/12/2021 3:00",8.063235965,17.55555556,2.472857
"2300","Alegria","7/12/2021 3:15",8.061603868,17.53333333,2.127232
"2301","Alegria","7/12/2021 3:30",8.055286036,17.5,1.787843
"2302","Alegria","7/12/2021 3:45",8.044766279,17.48888889,1.458447
"2303","Alegria","7/12/2021 4:00",8.02716171,17.44444444,1.143035
"2304","Alegria","7/12/2021 4:15",8.015395653,17.41666667,0.845396
"2305","Alegria","7/12/2021 4:30",8.011009339,17.41666667,0.56906
"2306","Alegria","7/12/2021 4:45",7.999501536,17.39444444,0.317244
"2307","Alegria","7/12/2021 5:00",7.996415174,17.35,0.092807
"2308","Alegria","7/12/2021 5:15",7.992321902,17.33888889,-0.101794
"2309","Alegria","7/12/2021 5:30",7.988320604,17.33888889,-0.264532
"2310","Alegria","7/12/2021 5:45",7.97645393,17.31666667,-0.393842
"2311","Alegria","7/12/2021 6:00",7.973711246,17.28333333,-0.48864
"2312","Alegria","7/12/2021 7:00",8.168176623,17.22222222,-0.519233
"2313","Alegria","7/12/2021 7:15",8.045509881,17.23333333,-0.443839
"2314","Alegria","7/12/2021 7:30",8.077593013,17.21111111,-0.338081
"2315","Alegria","7/12/2021 7:45",8.103286411,17.22222222,-0.20431
"2316","Alegria","7/12/2021 8:00",8.127547699,17.26666667,-0.044704
"2317","Alegria","7/12/2021 8:15",8.139675382,17.38333333,0.137596
"2318","Alegria","7/12/2021 8:30",8.15316011,17.48888889,0.339936
"2319","Alegria","7/12/2021 8:45",8.174374635,17.56666667,0.558843
"2320","Alegria","7/12/2021 9:00",8.166924129,17.62777778,0.790601
"2321","Alegria","7/12/2021 9:15",8.180702136,17.72777778,1.032169
"2322","Alegria","7/12/2021 9:30",8.157054073,17.77777778,1.279396
"2323","Alegria","7/12/2021 9:45",8.12942992,17.72777778,1.529217
"2324","Alegria","7/12/2021 10:00",8.123119623,17.71666667,1.777515
"2325","Alegria","7/12/2021 10:15",8.129060468,17.78888889,2.021391
"2326","Alegria","7/12/2021 10:30",8.137481214,17.8,2.257011
"2327","Alegria","7/12/2021 10:45",8.140508915,17.82222222,2.481817
"2328","Alegria","7/12/2021 11:00",8.155211716,17.86666667,2.692708
"2329","Alegria","7/12/2021 11:15",8.171702664,17.92777778,2.886941
"2330","Alegria","7/12/2021 11:30",8.175807802,17.97222222,3.06275
"2331","Alegria","7/12/2021 11:45",8.17566438,17.99444444,3.217908
"2332","Alegria","7/12/2021 12:00",8.19288759,18.05555556,3.351309
"2333","Alegria","7/12/2021 12:15",8.198110252,18.11111111,3.461613
"2334","Alegria","7/12/2021 12:30",8.210904434,18.2,3.548439
"2335","Alegria","7/12/2021 12:45",8.204834696,18.25,3.611447
"2336","Alegria","7/12/2021 13:00",8.218808964,18.35,3.650823
"2337","Alegria","7/12/2021 13:15",8.238897851,18.43333333,3.667284
"2338","Alegria","7/12/2021 13:30",8.224734178,18.42222222,3.661658
"2339","Alegria","7/12/2021 13:45",8.246451409,18.52777778,3.635061
"2340","Alegria","7/12/2021 14:00",8.245977324,18.61666667,3.589239
"2341","Alegria","7/12/2021 14:15",8.203330627,18.65,3.526369
"2342","Alegria","7/12/2021 14:30",8.210737485,18.75555556,3.448898
"2343","Alegria","7/12/2021 14:45",8.20511892,18.97222222,3.35952
"2344","Alegria","7/12/2021 15:00",8.193303212,19.42222222,3.261126
"2345","Alegria","7/12/2021 15:15",8.162482082,19.64444444,3.156749
"2346","Alegria","7/12/2021 15:30",8.161199284,19.64444444,3.049631
"2347","Alegria","7/12/2021 15:45",8.150644509,19.65555556,2.942687
"2348","Alegria","7/12/2021 16:00",8.140905849,19.65555556,2.839164
"2349","Alegria","7/12/2021 16:15",8.141469586,19.72222222,2.742109
"2350","Alegria","7/12/2021 16:30",8.143051449,19.79444444,2.654432
"2351","Alegria","7/12/2021 16:45",8.130219666,19.86111111,2.578853
"2352","Alegria","7/12/2021 17:00",8.113103497,19.93333333,2.517908
"2353","Alegria","7/12/2021 17:15",8.109676718,19.94444444,2.473652
"2354","Alegria","7/12/2021 17:30",8.105116007,19.92222222,2.448024
"2355","Alegria","7/12/2021 17:45",8.097685245,19.92222222,2.442507
"2356","Alegria","7/12/2021 18:00",8.095449885,19.89444444,2.457847
"2357","Alegria","7/12/2021 18:15",8.09504886,19.77222222,2.494519
"2358","Alegria","7/12/2021 18:30",8.096628144,19.61111111,2.552782
"2359","Alegria","7/12/2021 18:45",8.095685295,19.47222222,2.632472
"2360","Alegria","7/12/2021 19:00",8.091402486,19.4,2.733006
"2361","Alegria","7/12/2021 19:15",8.090632324,19.4,2.853386
"2362","Alegria","7/12/2021 19:30",8.08846336,19.48333333,2.992214
"2363","Alegria","7/12/2021 19:45",8.084499448,19.51666667,3.147712
"2364","Alegria","7/12/2021 20:00",8.082579891,19.32222222,3.317945
"2365","Alegria","7/12/2021 20:15",8.077590764,19.26111111,3.500076
"2366","Alegria","7/12/2021 20:30",8.066279627,19.36666667,3.691551
"2367","Alegria","7/12/2021 20:45",8.066112866,19.19444444,3.889394
"2368","Alegria","7/12/2021 21:00",8.061339421,19.26111111,4.090437
"2369","Alegria","7/12/2021 21:15",8.057023706,19.16111111,4.291374
"2370","Alegria","7/12/2021 21:30",8.05664396,19.05555556,4.488809
"2371","Alegria","7/12/2021 21:45",8.048192813,19.05555556,4.67932
"2372","Alegria","7/12/2021 22:00",8.055891958,18.75555556,4.859704
"2373","Alegria","7/12/2021 22:15",8.044405659,18.82222222,5.026244
"2374","Alegria","7/12/2021 22:30",8.045002232,18.55,5.175976
"2375","Alegria","7/12/2021 22:45",8.034667591,18.62777778,5.30592
"2376","Alegria","7/12/2021 23:00",8.034605423,18.33888889,5.413346
"2377","Alegria","7/12/2021 23:15",8.031051814,18.26111111,5.495811
"2378","Alegria","7/12/2021 23:30",8.030852758,17.99444444,5.551213
"2379","Alegria","7/12/2021 23:45",8.032014259,17.60555556,5.57782
"2380","Alegria","7/13/2021 0:00",8.02886582,17.60555556,5.574178
"2381","Alegria","7/13/2021 0:15",8.035345252,16.98333333,5.538927
"2382","Alegria","7/13/2021 0:30",8.028888781,17.11666667,5.471575
"2383","Alegria","7/13/2021 0:45",8.024366351,17.15555556,5.372143
"2384","Alegria","7/13/2021 1:00",8.030966637,16.77222222,5.241139
"2385","Alegria","7/13/2021 1:15",8.025277158,16.79444444,5.079352
"2386","Alegria","7/13/2021 1:30",8.026044177,16.64444444,4.888594
"2387","Alegria","7/13/2021 1:45",8.019165758,16.63333333,4.6706
"2388","Alegria","7/13/2021 2:00",8.019373434,16.50555556,4.427689
"2389","Alegria","7/13/2021 2:15",8.019394752,16.36111111,4.162566
"2390","Alegria","7/13/2021 2:30",8.028898942,16.17222222,3.87828
"2391","Alegria","7/13/2021 2:45",8.02902908,16.05,3.578182
"2392","Alegria","7/13/2021 3:00",8.024919692,16.06111111,3.26587
"2393","Alegria","7/13/2021 3:15",8.031528908,15.96666667,2.945137
"2394","Alegria","7/13/2021 3:30",8.022731612,15.98888889,2.619554
"2395","Alegria","7/13/2021 3:45",8.017088098,15.94444444,2.293849
"2396","Alegria","7/13/2021 4:00",8.005834628,15.93333333,1.971687
"2397","Alegria","7/13/2021 4:15",8.006188415,15.86111111,1.657048
"2398","Alegria","7/13/2021 4:30",7.996522844,15.78333333,1.353802
"2399","Alegria","7/13/2021 4:45",7.993209151,15.77222222,1.065659
"2400","Alegria","7/13/2021 5:00",7.978931959,15.78333333,0.79611
"2401","Alegria","7/13/2021 5:15",7.971583557,15.77222222,0.548375
"2402","Alegria","7/13/2021 5:30",7.969503741,15.76111111,0.325355
"2403","Alegria","7/13/2021 5:45",7.964466006,15.77222222,0.129394
"2404","Alegria","7/13/2021 6:00",7.948819968,15.79444444,-0.036927
"2405","Alegria","7/13/2021 6:15",7.934473909,15.80555556,-0.172117
"2406","Alegria","7/13/2021 6:30",7.921357059,15.82777778,-0.274901
"2407","Alegria","7/13/2021 6:45",7.915344447,15.88333333,-0.344467
"2408","Alegria","7/13/2021 7:00",7.915703674,15.92222222,-0.380477
"2409","Alegria","7/13/2021 7:15",7.929704258,16.02222222,-0.383107
"2410","Alegria","7/13/2021 7:30",7.958868799,16.24444444,-0.353429
"2411","Alegria","7/13/2021 7:45",7.97690453,16.46111111,-0.292499
"2412","Alegria","7/13/2021 8:00",7.995614263,16.61111111,-0.201884
"2413","Alegria","7/13/2021 8:15",8.019366467,16.75,-0.083205
"2414","Alegria","7/13/2021 8:30",8.030801926,16.81666667,0.061271
"2415","Alegria","7/13/2021 8:45",8.063930978,17.06111111,0.228838
"2416","Alegria","7/13/2021 9:00",8.08492879,17.10555556,0.417087
"2417","Alegria","7/13/2021 9:15",8.104354277,17.31666667,0.622583
"2418","Alegria","7/13/2021 9:30",8.133126111,17.56666667,0.842578
"2419","Alegria","7/13/2021 9:45",8.179127075,17.85555556,1.073504
"2420","Alegria","7/13/2021 10:00",8.159780785,18.00555556,1.311659
"2421","Alegria","7/13/2021 10:15",8.173550186,18.21111111,1.554116
"2422","Alegria","7/13/2021 10:30",8.148958069,18.17777778,1.796897
"2423","Alegria","7/13/2021 10:45",8.154379178,18.2,2.037178
"2424","Alegria","7/13/2021 11:00",8.147541331,18.28333333,2.27144
"2425","Alegria","7/13/2021 11:15",8.153743063,18.17777778,2.496361
"2426","Alegria","7/13/2021 11:30",8.149464337,18.29444444,2.709587
"2427","Alegria","7/13/2021 11:45",8.178399467,18.33888889,2.908045
"2428","Alegria","7/13/2021 12:00",8.188590212,18.38888889,3.089873
"2429","Alegria","7/13/2021 12:15",8.171536754,18.52222222,3.252856
"2430","Alegria","7/13/2021 12:30",8.197851188,18.59444444,3.395218
"2431","Alegria","7/13/2021 12:45",8.20130055,18.67222222,3.516022
"2432","Alegria","7/13/2021 13:00",8.230658868,18.72222222,3.614131
"2433","Alegria","7/13/2021 13:15",8.194544479,18.90555556,3.689294
"2434","Alegria","7/13/2021 13:30",8.20667756,18.98888889,3.741316
"2435","Alegria","7/13/2021 13:45",8.227841752,19.03333333,3.770501
"2436","Alegria","7/13/2021 14:00",8.229829845,19.13888889,3.777615
"2437","Alegria","7/13/2021 14:15",8.215044208,19.21666667,3.763392
"2438","Alegria","7/13/2021 14:30",8.194000222,19.32222222,3.729101
"2439","Alegria","7/13/2021 14:45",8.238516574,19.35555556,3.676629
"2440","Alegria","7/13/2021 15:00",8.186533571,19.53888889,3.607979
"2441","Alegria","7/13/2021 15:15",8.196042271,19.53888889,3.525676
"2442","Alegria","7/13/2021 15:30",8.192527006,19.64444444,3.432137
"2443","Alegria","7/13/2021 15:45",8.173202261,19.72222222,3.330332
"2444","Alegria","7/13/2021 16:00",8.169489298,19.71111111,3.222927
"2445","Alegria","7/13/2021 16:15",8.174248123,19.71111111,3.113114
"2446","Alegria","7/13/2021 16:30",8.180196435,19.74444444,3.003628
"2447","Alegria","7/13/2021 16:45",8.174263408,19.72222222,2.89765
"2448","Alegria","7/13/2021 17:00",8.174542655,19.72222222,2.7978
"2449","Alegria","7/13/2021 17:15",8.167370551,19.63333333,2.706915
"2450","Alegria","7/13/2021 17:30",8.182465043,19.65555556,2.627606
"2451","Alegria","7/13/2021 17:45",8.169827038,19.59444444,2.561993
"2452","Alegria","7/13/2021 18:00",8.159504071,19.74444444,2.512238
"2453","Alegria","7/13/2021 18:15",8.149955209,19.77222222,2.47994
"2454","Alegria","7/13/2021 18:30",8.144072894,19.57222222,2.466535
"2455","Alegria","7/13/2021 18:45",8.135658387,19.36666667,2.472804
"2456","Alegria","7/13/2021 19:00",8.137928894,19.51666667,2.499029
"2457","Alegria","7/13/2021 19:15",8.132607391,19.48333333,2.545403
"2458","Alegria","7/13/2021 19:30",8.127410853,19.57222222,2.61174
"2459","Alegria","7/13/2021 19:45",8.117574211,19.48333333,2.697465
"2460","Alegria","7/13/2021 20:00",8.112878359,19.4,2.801621
"2461","Alegria","7/13/2021 20:15",8.107877728,19.32222222,2.92303
"2462","Alegria","7/13/2021 20:30",8.106700761,19.32222222,3.059745
"2463","Alegria","7/13/2021 20:45",8.105262119,19.34444444,3.209897
"2464","Alegria","7/13/2021 21:00",8.102544926,19.29444444,3.371199
"2465","Alegria","7/13/2021 21:15",8.093304485,19.29444444,3.541108
"2466","Alegria","7/13/2021 21:30",8.090858128,19.21666667,3.716867
"2467","Alegria","7/13/2021 21:45",8.080431033,19.27222222,3.89555
"2468","Alegria","7/13/2021 22:00",8.073115967,19.20555556,4.074108
"2469","Alegria","7/13/2021 22:15",8.065348158,19.07777778,4.24942
"2470","Alegria","7/13/2021 22:30",8.059749867,18.93888889,4.418346
"2471","Alegria","7/13/2021 22:45",8.052153256,18.85,4.57778
"2472","Alegria","7/13/2021 23:00",8.046688299,18.81111111,4.724699
"2473","Alegria","7/13/2021 23:15",8.043519294,18.68888889,4.856217
"2474","Alegria","7/13/2021 23:30",8.037876672,18.68888889,4.969633
"2475","Alegria","7/13/2021 23:45",8.031380602,18.63888889,5.06248
"2476","Alegria","7/14/2021 0:00",8.027294086,18.61666667,5.132565
"2477","Alegria","7/14/2021 0:15",8.024358427,18.57222222,5.178008
"2478","Alegria","7/14/2021 0:30",8.017808803,18.57222222,5.197279
"2479","Alegria","7/14/2021 0:45",8.012399745,18.56111111,5.18905
"2480","Alegria","7/14/2021 1:00",8.011967751,18.55,5.152178
"2481","Alegria","7/14/2021 1:15",8.008976937,18.52777778,5.086303
"2482","Alegria","7/14/2021 1:30",8.000061381,18.5,4.991518
"2483","Alegria","7/14/2021 1:45",7.994864147,18.5,4.86836
"2484","Alegria","7/14/2021 2:00",7.994924188,18.47777778,4.71762
"2485","Alegria","7/14/2021 2:15",7.988812241,18.47777778,4.541033
"2486","Alegria","7/14/2021 2:30",7.999205764,18.47777778,4.340254
"2487","Alegria","7/14/2021 2:45",7.997413153,18.44444444,4.117469
"2488","Alegria","7/14/2021 3:00",8.004736691,18.37777778,3.875213
"2489","Alegria","7/14/2021 3:15",8.011850412,18.31666667,3.616332
"2490","Alegria","7/14/2021 3:30",8.002056833,18.31666667,3.343629
"2491","Alegria","7/14/2021 3:45",8.003249889,18.23888889,3.061042
"2492","Alegria","7/14/2021 4:00",8.022668402,18.07777778,2.771779
"2493","Alegria","7/14/2021 4:15",8.008101264,18.12222222,2.479454
"2494","Alegria","7/14/2021 4:30",8.00441142,18.07777778,2.187746
"2495","Alegria","7/14/2021 4:45",8.006313751,18.01666667,1.900334
"2496","Alegria","7/14/2021 5:00",8.000226027,17.92777778,1.620543
"2497","Alegria","7/14/2021 5:15",7.991872289,17.86666667,1.352517
"2498","Alegria","7/14/2021 5:30",7.98055885,17.82222222,1.099301
"2499","Alegria","7/14/2021 5:45",7.96914385,17.8,0.864047
"2500","Alegria","7/14/2021 6:00",7.964314435,17.76666667,0.649648
"2501","Alegria","7/14/2021 6:15",7.961438109,17.76666667,0.458695
"2502","Alegria","7/14/2021 6:30",7.945191588,17.76666667,0.293445
"2503","Alegria","7/14/2021 6:45",7.958067585,17.78888889,0.155647
"2504","Alegria","7/14/2021 7:00",7.963938193,17.8,0.047098
"2505","Alegria","7/14/2021 7:15",7.972842404,17.8,-0.031298
"2506","Alegria","7/14/2021 7:30",7.985291304,17.83333333,-0.078892
"2507","Alegria","7/14/2021 7:45",7.999533629,17.82222222,-0.095474
"2508","Alegria","7/14/2021 8:00",8.006946723,17.84444444,-0.081527
"2509","Alegria","7/14/2021 8:15",8.020083456,17.85555556,-0.037963
"2510","Alegria","7/14/2021 8:30",8.033971731,17.9,0.034187
"2511","Alegria","7/14/2021 8:45",8.039009484,17.92777778,0.133387
"2512","Alegria","7/14/2021 9:00",8.058609849,17.93888889,0.258096
"2513","Alegria","7/14/2021 9:15",8.083394009,17.97222222,0.406125
"2514","Alegria","7/14/2021 9:30",8.102562134,18.06666667,0.574893
"2515","Alegria","7/14/2021 9:45",8.130998789,18.15555556,0.762144
"2516","Alegria","7/14/2021 10:00",8.153596686,18.21666667,0.964619
"2517","Alegria","7/14/2021 10:15",8.158180511,18.31666667,1.179761
"2518","Alegria","7/14/2021 10:30",8.14071242,18.32777778,1.404217
"2519","Alegria","7/14/2021 10:45",8.12261618,18.33888889,1.634523
"2520","Alegria","7/14/2021 11:00",8.116585784,18.36666667,1.867964
"2521","Alegria","7/14/2021 11:15",8.128359823,18.51111111,2.101082
"2522","Alegria","7/14/2021 11:30",8.130426333,18.52222222,2.330489
"2523","Alegria","7/14/2021 11:45",8.134863547,18.52777778,2.553686
"2524","Alegria","7/14/2021 12:00",8.146104848,18.55,2.767558
"2525","Alegria","7/14/2021 12:15",8.160812247,18.58333333,2.969236
"2526","Alegria","7/14/2021 12:30",8.161772335,18.67222222,3.15676
"2527","Alegria","7/14/2021 12:45",8.179579668,18.73333333,3.327756
"2528","Alegria","7/14/2021 13:00",8.192296813,18.77777778,3.480226
"2529","Alegria","7/14/2021 13:15",8.199513025,18.82777778,3.613
"2530","Alegria","7/14/2021 13:30",8.200742964,18.88333333,3.724614
"2531","Alegria","7/14/2021 13:45",8.224105352,18.96111111,3.814507
"2532","Alegria","7/14/2021 14:00",8.237047806,19.11111111,3.882097
"2533","Alegria","7/14/2021 14:15",8.234577792,19.22777778,3.927266
"2534","Alegria","7/14/2021 14:30",8.218858822,19.37777778,3.950402
"2535","Alegria","7/14/2021 14:45",8.219309725,19.46111111,3.952045
"2536","Alegria","7/14/2021 15:00",8.209028742,19.49444444,3.932842
"2537","Alegria","7/14/2021 15:15",8.236372779,19.56111111,3.894063
"2538","Alegria","7/14/2021 15:30",8.203132558,19.65555556,3.837368
"2539","Alegria","7/14/2021 15:45",8.220537582,19.72222222,3.764693
"2540","Alegria","7/14/2021 16:00",8.199708505,19.79444444,3.678223
"2541","Alegria","7/14/2021 16:15",8.168747821,19.87222222,3.580342
"2542","Alegria","7/14/2021 16:30",8.182038152,19.91111111,3.473601
"2543","Alegria","7/14/2021 16:45",8.166322972,19.87222222,3.360667
"2544","Alegria","7/14/2021 17:00",8.170114719,19.95555556,3.244279
"2545","Alegria","7/14/2021 17:15",8.171169769,20.02222222,3.127201
"2546","Alegria","7/14/2021 17:30",8.165362875,20.09444444,3.012173
"2547","Alegria","7/14/2021 17:45",8.155210179,20.05555556,2.901865
"2548","Alegria","7/14/2021 18:00",8.157776758,20.04444444,2.798722
"2549","Alegria","7/14/2021 18:15",8.1562673,19.98888889,2.705366
"2550","Alegria","7/14/2021 18:30",8.149286386,19.97777778,2.62387
"2551","Alegria","7/14/2021 18:45",8.147681554,19.95555556,2.556183
"2552","Alegria","7/14/2021 19:00",8.143753719,19.92222222,2.503981
"2553","Alegria","7/14/2021 19:15",8.139104579,19.86111111,2.468638
"2554","Alegria","7/14/2021 19:30",8.131866912,19.79444444,2.451196
"2555","Alegria","7/14/2021 19:45",8.121868589,19.77222222,2.452282
"2556","Alegria","7/14/2021 20:00",8.113714337,19.79444444,2.471858
"2557","Alegria","7/14/2021 20:15",8.111971199,19.78333333,2.509895
"2558","Alegria","7/14/2021 20:30",8.107280066,19.72222222,2.566005
"2559","Alegria","7/14/2021 20:45",8.097677081,19.63333333,2.639464
"2560","Alegria","7/14/2021 21:00",8.090306966,19.55,2.729213
"2561","Alegria","7/14/2021 21:15",8.081796239,19.38888889,2.833747
"2562","Alegria","7/14/2021 21:30",8.074676228,19.26111111,2.951627
"2563","Alegria","7/14/2021 21:45",8.068779313,19.03333333,3.080795
"2564","Alegria","7/14/2021 22:00",8.05864563,18.85,3.219064
"2565","Alegria","7/14/2021 22:15",8.055504997,18.30555556,3.364044
"2566","Alegria","7/14/2021 22:30",8.055361722,18.30555556,3.513011
"2567","Alegria","7/14/2021 22:45",8.046501823,18.45555556,3.663622
"2568","Alegria","7/14/2021 23:00",8.045641981,18.44444444,3.812956
"2569","Alegria","7/14/2021 23:15",8.041384549,18.43333333,3.958224
"2570","Alegria","7/14/2021 23:30",8.039391097,18.4,4.096654
"2571","Alegria","7/14/2021 23:45",8.037676842,18.37777778,4.225396
"2572","Alegria","7/15/2021 0:00",8.037006413,18.33888889,4.342135
"2573","Alegria","7/15/2021 0:15",8.028562997,18.35,4.444271
"2574","Alegria","7/15/2021 0:30",8.02383761,18.31666667,4.529546
"2575","Alegria","7/15/2021 0:45",8.025790339,18.30555556,4.595937
"2576","Alegria","7/15/2021 1:00",8.02830699,18.25,4.641652
"2577","Alegria","7/15/2021 1:15",8.021114121,18.27222222,4.665343
"2578","Alegria","7/15/2021 1:30",8.019599043,18.25,4.665757
"2579","Alegria","7/15/2021 1:45",8.014076056,18.17777778,4.641749
"2580","Alegria","7/15/2021 2:00",8.011660575,18.05555556,4.592844
"2581","Alegria","7/15/2021 2:15",8.005110078,18.12222222,4.519013
"2582","Alegria","7/15/2021 2:30",7.995989112,17.98333333,4.420495
"2583","Alegria","7/15/2021 2:45",7.98839381,17.97222222,4.298264
"2584","Alegria","7/15/2021 3:00",7.992291498,17.8,4.153358
